image_id,split,label,label_id,source_dataset,source_version,source_original_split,source_original_label,source_project_relative_path,source_dataset_relative_path,selected_relative_path,source_sha256,copied_sha256,selection_rank,file_size_bytes,width,height,mode,format
cifake_v3_train_real_0016,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2117 (2).jpg,train/REAL/2117 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0016.jpg,8b4a2f4e79f279dd65140547dc2426a960b8c1cc5b7dfbadeb2be641db8a9baa,8b4a2f4e79f279dd65140547dc2426a960b8c1cc5b7dfbadeb2be641db8a9baa,0010b8bdc243a0abc289acabafda0cf078a8b17831f04952541e10844cdbdb5a,976,32,32,RGB,JPEG
cifake_v3_train_real_0017,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0800 (10).jpg,train/REAL/0800 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0017.jpg,12b8a6f0647d7ca3970be4cc521be0414032194e59c52596572f94d93f23cbd4,12b8a6f0647d7ca3970be4cc521be0414032194e59c52596572f94d93f23cbd4,0012436c4d00d51f4ec9bbb03ae8377eb2b6cf03a7d70259b047f75183a79246,997,32,32,RGB,JPEG
cifake_v3_train_real_0018,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3428 (3).jpg,train/REAL/3428 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0018.jpg,e214906b0ff442be063ca1086512f7ad589f677eb736edbfdbe45e8064ad9200,e214906b0ff442be063ca1086512f7ad589f677eb736edbfdbe45e8064ad9200,0012684246a94f87d3c21829b77f816ebb92121419a2d4d252c625534e77303c,884,32,32,RGB,JPEG
cifake_v3_train_real_0019,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1445.jpg,train/REAL/1445.jpg,data/raw/prototype/real/cifake_v3_train_real_0019.jpg,e8dee5738899747d58789c646d3837d71b880a4c220964a39301965416334b0e,e8dee5738899747d58789c646d3837d71b880a4c220964a39301965416334b0e,00136abd534639fbd4eb597e5be62808dc724aca1c71955f12f324b75bf1a4a6,884,32,32,RGB,JPEG
cifake_v3_train_real_0020,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1945 (7).jpg,train/REAL/1945 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0020.jpg,503d4ea9005e1e17b89869fc335e2ed9f7cbdc5c18a33ff15651610be39fb37a,503d4ea9005e1e17b89869fc335e2ed9f7cbdc5c18a33ff15651610be39fb37a,0014cd1c861509ecf62e56a5da46caa7a6673b7babc54f849a7b8c7cbdf5b8c2,1032,32,32,RGB,JPEG
cifake_v3_train_real_0021,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0538 (4).jpg,train/REAL/0538 (4).jpg,data/raw/prototype/real/cifake_v3_train_real_0021.jpg,dbe246cbb2ffcc1aed787bc2b4118284fa08599d410f0612cd3760c11d65ca0b,dbe246cbb2ffcc1aed787bc2b4118284fa08599d410f0612cd3760c11d65ca0b,0016f6e50c63c8241ca5a6bfe2b024c91adf4b3ccb3aeabab7a0ed1c471a6106,899,32,32,RGB,JPEG
cifake_v3_train_real_0022,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0981 (2).jpg,train/REAL/0981 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0022.jpg,b69dc427a62a9ab8fee5edc6d90db3106108ed548aae752c91c0ecb36587555f,b69dc427a62a9ab8fee5edc6d90db3106108ed548aae752c91c0ecb36587555f,0017d3f026b2a727b9ca4aa6cef38532d251522ff1d536d6dc099fa8eff3dd27,991,32,32,RGB,JPEG
cifake_v3_train_real_0023,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2497 (10).jpg,train/REAL/2497 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0023.jpg,49551b1fbe922d3d9f6b017e226ade2cba12f3d8c05890d0dd9a5261389223d1,49551b1fbe922d3d9f6b017e226ade2cba12f3d8c05890d0dd9a5261389223d1,0017dd732fb4a2a2e2717ed8a2cb8f7ab6d22235c660232521a0cb96becadc95,936,32,32,RGB,JPEG
cifake_v3_train_real_0024,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0101 (5).jpg,train/REAL/0101 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0024.jpg,c05b9b901d51e7cec079e766cc91311dde009568f581e9e1b0f545e10c037d4a,c05b9b901d51e7cec079e766cc91311dde009568f581e9e1b0f545e10c037d4a,00186d0d9c5a3760a588dee10d5bfde83b25dba8ddc6889b85e1c963f2e08446,1017,32,32,RGB,JPEG
cifake_v3_train_real_0025,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2848 (6).jpg,train/REAL/2848 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0025.jpg,e6d474094281a052930a1b84677d5c558244402c55dc41a44d043ebb1660d017,e6d474094281a052930a1b84677d5c558244402c55dc41a44d043ebb1660d017,001a34cb267877167d2715ba55a9172d6667e2dfccf3d47f5e582dd1460101db,996,32,32,RGB,JPEG
cifake_v3_train_real_0026,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1522 (3).jpg,train/REAL/1522 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0026.jpg,4371c3c49da40b94a102ab306041fc6f5c245941e082baded4456aedfdc59471,4371c3c49da40b94a102ab306041fc6f5c245941e082baded4456aedfdc59471,001a62ae5bff9c194e5904a8cd9465d556a757916dd4630a170f7e340711c5e8,903,32,32,RGB,JPEG
cifake_v3_train_real_0027,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3186 (6).jpg,train/REAL/3186 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0027.jpg,6f3c07170439eb155d437f9417380ad8fdf1afb4eaabc0326280682edcdde377,6f3c07170439eb155d437f9417380ad8fdf1afb4eaabc0326280682edcdde377,001c34f85c6e54a7b296a6e637775ff4391a7e0c75e476f7e24b6ea55f8dc4c0,976,32,32,RGB,JPEG
cifake_v3_train_real_0028,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3743 (10).jpg,train/REAL/3743 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0028.jpg,fff338f050c31231dba872c4b21dba5bccf02391892ef864ce76b6321a93ed05,fff338f050c31231dba872c4b21dba5bccf02391892ef864ce76b6321a93ed05,001d3ceb62a353d110df1ec195863f22523290dc413aad97cb20cf49e671ca27,973,32,32,RGB,JPEG
cifake_v3_train_real_0029,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0056 (3).jpg,train/REAL/0056 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0029.jpg,b34eef63c506c1810c2238884b670bd6cf9f88db8185ebb05a6d7ecc8e09c972,b34eef63c506c1810c2238884b670bd6cf9f88db8185ebb05a6d7ecc8e09c972,001db7340cfb6fbda3e8c9a77bb13d619c638032a2f0326c49c4faa16e17d1e4,912,32,32,RGB,JPEG
cifake_v3_train_real_0030,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1172 (4).jpg,train/REAL/1172 (4).jpg,data/raw/prototype/real/cifake_v3_train_real_0030.jpg,781f241df5394038f47c8741df17946d3085f992ec4ea450efef1c4d17ae497a,781f241df5394038f47c8741df17946d3085f992ec4ea450efef1c4d17ae497a,0020ce8faf321ef77d582a515e6c5fcc4075b1f9c62029b1a26ec34d1d2f1188,919,32,32,RGB,JPEG
cifake_v3_train_real_0031,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1375.jpg,train/REAL/1375.jpg,data/raw/prototype/real/cifake_v3_train_real_0031.jpg,729b343f71feb834b02abab1e780f073ffa5ecb1181682fc7eee1a7c2ca0ed1f,729b343f71feb834b02abab1e780f073ffa5ecb1181682fc7eee1a7c2ca0ed1f,0020eaf0533fa86b0feca6d86aee186f01c51ec7d601e42f6b02635d3cebcaa7,938,32,32,RGB,JPEG
cifake_v3_train_real_0032,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2743 (3).jpg,train/REAL/2743 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0032.jpg,0e0e2df2772766f0fdb7a6274f9fc565d0de45f58a4f4c5ccc699ec8ccbd6af1,0e0e2df2772766f0fdb7a6274f9fc565d0de45f58a4f4c5ccc699ec8ccbd6af1,002564ea77fb36f59aa423719105f952502139d8dea51ec6f0610874826f013d,905,32,32,RGB,JPEG
cifake_v3_train_real_0033,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3591 (2).jpg,train/REAL/3591 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0033.jpg,f1629f58a957f65161f5db09871ece7164c52d2e087d7247978c939926097dc5,f1629f58a957f65161f5db09871ece7164c52d2e087d7247978c939926097dc5,00263bd3726b5a4c17173a0951ae39225657f9599ee618d36235692f040b4767,975,32,32,RGB,JPEG
cifake_v3_train_real_0034,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2843.jpg,train/REAL/2843.jpg,data/raw/prototype/real/cifake_v3_train_real_0034.jpg,49c80ae651141801e5f9027050c398087b3adca9cd0f18b55de7844eb4ba9e78,49c80ae651141801e5f9027050c398087b3adca9cd0f18b55de7844eb4ba9e78,002683a13b464968b6504a158717224f77def6d7beb531b65da89e1282d2bfca,897,32,32,RGB,JPEG
cifake_v3_train_real_0035,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0400 (3).jpg,train/REAL/0400 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0035.jpg,8dbdd893c15972f2b0cb4fa28122cef5824b1e71e57a9ca269b81021d88e37b8,8dbdd893c15972f2b0cb4fa28122cef5824b1e71e57a9ca269b81021d88e37b8,002a0b311daeca6fed0debb2bc3133ece0e2f6eec5d8f0999e95337cd5b93f80,906,32,32,RGB,JPEG
cifake_v3_train_real_0036,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2705 (5).jpg,train/REAL/2705 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0036.jpg,eab5aa4e713bd1b2646e2d60421748d71ab039d486feb67c8fe84ef67ad1d0c4,eab5aa4e713bd1b2646e2d60421748d71ab039d486feb67c8fe84ef67ad1d0c4,002a3c134268b992965259af8ae377494b732e2becc879aaf0747c020f1073a0,905,32,32,RGB,JPEG
cifake_v3_train_real_0037,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4122 (5).jpg,train/REAL/4122 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0037.jpg,2da6c91f2a0373a367741b447e86b4c4c7af151c331f8b6fbad95a182771a5a3,2da6c91f2a0373a367741b447e86b4c4c7af151c331f8b6fbad95a182771a5a3,002c7539e5b8bdb8c1ca5f5fd5c2d6d3652e7f1d551fcd1ad7cbb78905c35aec,943,32,32,RGB,JPEG
cifake_v3_train_real_0038,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0925 (3).jpg,train/REAL/0925 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0038.jpg,0e538c9f5a98db73ce8f9b93648aa44aa5c923fba88578bdb5e41e5783b1203c,0e538c9f5a98db73ce8f9b93648aa44aa5c923fba88578bdb5e41e5783b1203c,002d1478940f480074ca3e69c0cce20964e3d62212110fa28ba4b73c3eb41337,759,32,32,RGB,JPEG
cifake_v3_train_real_0039,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2859.jpg,train/REAL/2859.jpg,data/raw/prototype/real/cifake_v3_train_real_0039.jpg,7884e6a5be45cba7635ba55a89caf7497a563977b064efd9967191e505104da0,7884e6a5be45cba7635ba55a89caf7497a563977b064efd9967191e505104da0,002e810e5ac6e99fd02c507321e98c93ed9b42c2b170a5f6ebcb05984f623d79,934,32,32,RGB,JPEG
cifake_v3_train_real_0040,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2406 (10).jpg,train/REAL/2406 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0040.jpg,8b381d12cac92b1a9ad4bf2d933fdade419836f72ab96bbcf914eda46f03f78a,8b381d12cac92b1a9ad4bf2d933fdade419836f72ab96bbcf914eda46f03f78a,002fd1b3798bd97229827e1deac60371503f5ba30e3eb6d6f43d0ce6e2789ea9,1018,32,32,RGB,JPEG
cifake_v3_train_real_0041,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1715 (7).jpg,train/REAL/1715 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0041.jpg,9e6b250c75b86c2060d6affd1851e87a6ca8067ec2abfb70aa55b23195f6ae44,9e6b250c75b86c2060d6affd1851e87a6ca8067ec2abfb70aa55b23195f6ae44,002fdadaea1e54222784eb545dcb7ecd48e2c29c5fa01dde9a7a02543321f265,979,32,32,RGB,JPEG
cifake_v3_train_real_0042,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2056 (7).jpg,train/REAL/2056 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0042.jpg,89393205f16f047366fd6abd834b394aee94ece467cce3b203d3e2f617d2fe37,89393205f16f047366fd6abd834b394aee94ece467cce3b203d3e2f617d2fe37,002fdbcc4f6a4643d8a2ce8b06b04cf8e4501b38bc1f86b5f2f546813e62c389,917,32,32,RGB,JPEG
cifake_v3_train_real_0043,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0834 (9).jpg,train/REAL/0834 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0043.jpg,d9572baa0a179c16ac82765bd88002c85f898f9d0540865f2d22a124112de500,d9572baa0a179c16ac82765bd88002c85f898f9d0540865f2d22a124112de500,002fe501c6175e84a64b2e6f78e84f2690629487878bd06dd8a44b5c704d32e1,868,32,32,RGB,JPEG
cifake_v3_train_real_0044,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3607 (2).jpg,train/REAL/3607 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0044.jpg,d0982fd33ce7b81692c787b9c94539fb86730c301abeb947b5054ce884eef240,d0982fd33ce7b81692c787b9c94539fb86730c301abeb947b5054ce884eef240,0031103b7bea330c47c0f801c775d571b77ce4bfcb4489cd8f4145c3f618c1d4,941,32,32,RGB,JPEG
cifake_v3_train_real_0045,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4371 (6).jpg,train/REAL/4371 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0045.jpg,ff38c538e8055a59887e527490f1507d2b5450282db285329598c8705f245ea1,ff38c538e8055a59887e527490f1507d2b5450282db285329598c8705f245ea1,003145276f5351d70efe7eb84aba1a7c70bb16511318489f9f247289295f8d33,935,32,32,RGB,JPEG
cifake_v3_train_real_0046,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3918 (2).jpg,train/REAL/3918 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0046.jpg,ccaf9723f838193d102579a90e5c46a531ba83b911ed2892264e3f2c4c38f321,ccaf9723f838193d102579a90e5c46a531ba83b911ed2892264e3f2c4c38f321,0032c169404597c88f8bf156c296145306516b6a7d8e157315ba9f712d4eea67,932,32,32,RGB,JPEG
cifake_v3_train_real_0047,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4723 (8).jpg,train/REAL/4723 (8).jpg,data/raw/prototype/real/cifake_v3_train_real_0047.jpg,f3a936d5db592d68ebbe1527017cbfa95884e8801fca873ccdfb1f3de6ca9b06,f3a936d5db592d68ebbe1527017cbfa95884e8801fca873ccdfb1f3de6ca9b06,00332368b502d8de617200ffa4aef6dfdfc1ce833bb4c511fb393a8082d0a40a,928,32,32,RGB,JPEG
cifake_v3_train_real_0048,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4228 (9).jpg,train/REAL/4228 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0048.jpg,abbcf6b896a9a3ab5b4c62f3a74f313e6d1efb6eaec02c6dcf98ed779f2ac5a2,abbcf6b896a9a3ab5b4c62f3a74f313e6d1efb6eaec02c6dcf98ed779f2ac5a2,00333b56d04917ab994a7827eeb0ce4b93e6f3019902164d75c95b165b7d3e03,871,32,32,RGB,JPEG
cifake_v3_train_real_0049,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4288 (7).jpg,train/REAL/4288 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0049.jpg,7eb82fd5535da20768095799e0695b2e93f1ca5c6369aa0c7d360e17c8c8dff5,7eb82fd5535da20768095799e0695b2e93f1ca5c6369aa0c7d360e17c8c8dff5,0033b7108b1bf182df9ccec82bec127a548bb7ee5ae15f283c4248ee7bafe047,936,32,32,RGB,JPEG
cifake_v3_train_real_0050,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2824 (2).jpg,train/REAL/2824 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0050.jpg,57d5c52453aa36ea8a3b20c10b7e74ab4d113a6eded8d082f41a762d05656b2b,57d5c52453aa36ea8a3b20c10b7e74ab4d113a6eded8d082f41a762d05656b2b,00348b3ad88bcdfb25a7e620a261120654153664da6294a460f076eff8a2d79c,897,32,32,RGB,JPEG
cifake_v3_train_real_0051,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4265 (5).jpg,train/REAL/4265 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0051.jpg,93e07aaae624f6c9718a51492859dcd267b4e958af939db4ed56be3097c9c5fb,93e07aaae624f6c9718a51492859dcd267b4e958af939db4ed56be3097c9c5fb,0034a86185714b6a10b1ff708c23fc0fedf24418cca0086a75857bdc7987cf50,895,32,32,RGB,JPEG
cifake_v3_train_real_0052,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1069 (5).jpg,train/REAL/1069 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0052.jpg,eaf0a7e188884b587155f9ff4eff1568ae751d9025edc71435ad11c1bb0e54c3,eaf0a7e188884b587155f9ff4eff1568ae751d9025edc71435ad11c1bb0e54c3,00350c9789805c03dc0515b77f6b6e453f20dad07fa17fd49deb597d61259f3c,834,32,32,RGB,JPEG
cifake_v3_train_real_0053,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2770 (10).jpg,train/REAL/2770 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0053.jpg,14790ee309e19656835e7b3678306e7a8887c059d0ecb2b418cffaae983ba893,14790ee309e19656835e7b3678306e7a8887c059d0ecb2b418cffaae983ba893,00359608ecef791a47e4e837a49f5400bca3ea426763ffd566af9b1db411d5af,1001,32,32,RGB,JPEG
cifake_v3_train_real_0054,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2411 (2).jpg,train/REAL/2411 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0054.jpg,04c9a4f2d7c58b7f5c11d0cdded2abf261e18f588b937d150ad1d70bb1c41fa6,04c9a4f2d7c58b7f5c11d0cdded2abf261e18f588b937d150ad1d70bb1c41fa6,00385463ffe91c1bd38bc11e8dcdf9f966d2790d85a6d3ba2b6243df4b730ea1,987,32,32,RGB,JPEG
cifake_v3_train_real_0055,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0920.jpg,train/REAL/0920.jpg,data/raw/prototype/real/cifake_v3_train_real_0055.jpg,2e527acc0f74404d357fc5863fe415b28dbaa61a75e4481742422f90130e92c1,2e527acc0f74404d357fc5863fe415b28dbaa61a75e4481742422f90130e92c1,0038ce2a4d07785e6695bf182354a3b6d13ae0ff9734d53018098bc4c350e59c,839,32,32,RGB,JPEG
